,comunidad_08,promedio_score,miembros,contaminados_iniciales,promedio_total_pago_f29,nulos_total_pago_f29,promedio_IVA_neto,nulos_IVA_neto,promedio_n_documentos,nulos_n_documentos,promedio_lifetime,nulos_lifetime,moda_unidad_regional,frecuencia_unidad_regional,comunidad,perct_emision_extra,perct_recepcion_extra,emision_extragrupo,recepcion_extragrupo,tasa_emision_extra_intra
0,1,0.05898407948552702,661713,7997,57894053.85055715,178177,-1360387549505.3606,0,1084.5218740359896,272713,3127.5800288571572,299931,SANTIAGO ORIENTE,661713,1.0,0.40947901702272804,0.34345089817722085,13094520778587.0,9878493899684.0,0.6934199271941675
1,2,0.03553998915999365,380323,461,21062148.058289483,104184,2366428999076.7295,0,3614.103376921134,277389,2558.7811095606985,276408,SANTIAGO SUR,380323,2.0,0.258582886118068,0.44381639372478293,2306182712429.0,5276448416911.0,0.3487684344972463
2,3,0.03549621059505174,132172,195,34075127.4876929,77935,-9026454.552749448,0,428.6212430334395,91980,4176.734424650939,111402,7MA UNIDAD REGIONAL MAULE,132172,3.0,0.6500294021845533,0.5704203099331597,1507114062611.0,1077447010147.0,1.8573828951406355
3,4,0.05232411621060656,126874,215,16809150.54790472,58530,-2286608.722882545,0,731.802948169282,95329,2716.9130699680745,85841,SANTIAGO CENTRO,126874,4.0,0.6127630918709354,0.5617762157745858,562530997191.0,455719914133.0,1.5823984723757363
4,5,0.04254947189752392,91763,84,3474079.966103649,74416,3005060.647581269,0,1214.2671262386903,87121,3333.55677404615,87386,SANTIAGO SUR,91763,5.0,0.44006722437334705,0.8157219962917087,21513986799.0,121173161157.0,0.7859286748857351
5,6,0.03132381398122443,84664,178,16251884.708877098,56772,-29710061.162961826,0,611.0258929485211,65122,3974.924091257936,70331,10MA UNIDAD REGIONAL LOS LAGOS,84664,6.0,0.6529775305327732,0.6812065034022832,562339304661.0,638597377465.0,1.881657782953565
6,7,0.04483376113278948,79145,1481,1316576.733867324,54800,-368081.6219975993,0,133.59584002705674,67318,1628.2127472527472,70045,SANTIAGO SUR,79145,7.0,0.5733368617145091,0.24649642791059168,39977276949.0,9732261777.0,1.3437693821369572
7,8,0.029528178957451717,72192,78,37030871.72016892,42592,147714597.4048094,0,1395.5030153741611,60419,6588.153998025667,35724,SANTIAGO ORIENTE,72192,8.0,0.6442622205949403,0.5874998636193103,577701774857.0,454312514529.0,1.8110593192334323
8,9,0.026913625097589673,64853,153,22748670.601154786,42338,-763580.2573666599,0,2467.8033022254126,56495,4351.0058768765275,47667,SANTIAGO ORIENTE,64853,9.0,0.7994734574954551,0.764826550127972,290984459122.0,237362592270.0,3.9868710022631286
9,10,0.031246980514955267,62340,168,22563739.030995157,29722,7115330.89202759,0,756.287839407178,44257,4769.778193283472,35064,SANTIAGO ORIENTE,62340,10.0,0.48454330715786054,0.5682584573434765,240826234065.0,337198355007.0,0.9400271912004328
10,11,0.03677914706695955,57654,69,11121855.528884908,50955,18428120.658115655,0,2437.9867674858224,56596,3371.63470993117,55620,SANTIAGO CENTRO,57654,11.0,0.9562925137509156,0.9913988439606383,79704446933.0,419893554189.0,21.87937572756086
11,12,0.02865521403571619,52071,59,5215889.315438726,43968,1426966.9522574947,0,2020.6150676868747,50372,4257.8044853364,50332,SANTIAGO ORIENTE,52071,12.0,0.7340973368956933,0.6713821797622953,19043895192.0,14093002216.0,2.7607746696682236
12,13,0.03867849545599733,51573,59,28882779.176755447,41661,-2444346.879103407,0,680.7972177635099,47835,3874.5561611374405,47353,SANTIAGO ORIENTE,51573,13.0,0.8371821771642436,0.7319104903162832,199441058819.0,105894813958.0,5.141833753720909
13,14,0.03301435815131947,50387,281,13527341.981767723,21921,-914908.5579018397,0,1304.0037122587032,38265,2970.0664940155384,21813,SANTIAGO ORIENTE,50387,14.0,0.8777766934434915,0.8319449814992437,223527531891.0,154079239588.0,7.181745594795063
14,15,0.024333007934568763,49746,38,6644478.52166444,44507,232056.50209062034,0,5747.904841402337,49147,4729.571428571428,48864,SANTIAGO ORIENTE,49746,15.0,0.7904251835376268,0.7776334513224225,28772911474.0,26678881256.0,3.771565672250218
15,16,0.022797653729826988,48134,48,19226044.60319553,29170,14008267.362654258,0,1261.3799946723495,40626,7799.976326248488,30773,8VA UNIDAD REGIONAL BIO BIO,48134,16.0,0.8077422183922328,0.9027425650807834,211516779728.0,467301396567.0,4.201349935682398
16,17,0.02682157626183231,46974,43,15230421.823857542,37652,-2312809.7282965044,0,6406.91027027027,45124,2836.0613478392265,43665,SANTIAGO SUR,46974,17.0,0.9683830580680324,0.955825433723699,197846026253.0,139767532826.0,30.628612348144575
17,18,0.03572214311096236,45983,85,18146065.433658104,29048,9106573.299545484,0,1301.3984533984535,38612,5728.818673218673,31738,SANTIAGO CENTRO,45983,18.0,0.5120019773865135,0.6728146590472992,102317288006.0,200538172049.0,1.0491886312253342
18,19,0.03717482147047358,38622,77,27590352.28486872,32033,513456370.03640413,0,2684.8810916179336,37083,4642.146054840515,35048,SANTIAGO ORIENTE,38622,19.0,0.8264574662871877,0.8839689604028238,67038174250.0,107243365988.0,4.7622761325754
19,20,0.024015460757654754,37825,20,8118344.65834039,30739,-8749107.930072702,0,284.163707493229,34502,3009.056627729812,33887,SANTIAGO ORIENTE,37825,20.0,0.7833079972378831,0.36306195117676293,142395556122.0,22453823434.0,3.614844974679541
20,21,0.06242456651557925,36759,28,10491185.483222548,17954,3591146.860850404,0,882.154980439362,33436,1888.4372628383505,28853,SANTIAGO SUR,36759,21.0,0.5885314156112581,0.6649588274107845,57427383554.0,79686112050.0,1.430319197966358
21,22,0.036895249156679,36064,11,11315829.967054475,17670,-4337413.457159494,0,853.5946984248943,28255,2878.78479056527,23769,SANTIAGO ORIENTE,36064,22.0,0.6898232781107979,0.6041112681424943,158064805001.0,108455188110.0,2.2239685618871463
22,23,0.03918205933713994,36002,82,2998882.0932231965,30070,4059308184.7509584,0,1342.2523779327837,34425,4891.059907834101,33615,SANTIAGO SUR,36002,23.0,0.9058113164605517,0.9520749112639886,49561225978.0,102379079597.0,9.616986695447105
23,24,0.026884688899737885,30730,39,10006247.603617413,24206,-994784.0697038724,0,605.5383693045563,27394,3327.0785907859076,29254,SANTIAGO SUR,30730,24.0,0.7420918033353071,0.7119029464198241,80080661966.0,68772868383.0,2.8773486571274134
24,25,0.031126199918721356,29947,120,24207905.87764719,12334,2026072.5689384579,0,1241.2524545900835,21799,3874.862285262206,12251,SANTIAGO ORIENTE,29947,25.0,0.8994230710079018,0.8968868707021224,366196814633.0,356182525590.0,8.94263803857607
25,26,0.03173039955231385,29437,122,3007762.456696716,17013,1337257.75109556,0,466.4488341968912,24805,3515.2448567229976,18549,SANTIAGO ORIENTE,29437,26.0,0.6060438942468483,0.7189116165782333,16642652831.0,27669347191.0,1.538353855661748
26,27,0.0361842126636248,29001,44,10080464.83206107,21010,234307.37912485778,0,822.0487904879049,24123,2451.7771626297576,24666,SANTIAGO SUR,29001,27.0,0.7983271815389595,0.8063260585558019,104680894924.0,110096466984.0,3.9585264272645753
27,28,0.038268953734251314,28608,41,33411233.01357159,24187,7013238.759263143,0,1444.8291054739652,27110,5234.055475848876,26517,SANTIAGO SUR,28608,28.0,0.6394635556725154,0.9073691673166928,12894615257.0,71214792171.0,1.7736447056422242
28,29,0.018275822598820827,28197,26,10372569.300081765,23305,1953547.273114161,0,331.40444893832154,26219,3081.994001713796,27030,8VA UNIDAD REGIONAL BIO BIO,28197,29.0,0.457527435730664,0.62062074838892,62243076595.0,120726998412.0,0.8434111987707881
29,30,0.03807065992002437,27934,125,44107678.05511596,13274,-19818144.030285675,0,3286.063368839141,22395,4973.878948007775,11470,SANTIAGO SUR,27934,30.0,0.9201619097146064,0.7152193103438786,290627726987.0,63330312051.0,11.525349697435725
30,31,0.03214607363970107,27446,22,27592781.364380267,23291,-1473548.0412081906,0,848.1044247787611,25751,3600.556461731493,25852,8VA UNIDAD REGIONAL BIO BIO,27446,31.0,0.8469286155576592,0.8279712791858469,142065104759.0,123580210728.0,5.532899690187893
31,32,0.017863124414307294,27446,16,12224881.995311454,24460,-910753.4399183852,0,558.7009925558312,26640,3143.0175879396984,27048,SANTIAGO SUR,27446,32.0,0.6453307246071138,0.6020192352311026,70880915609.0,58927610298.0,1.819528133335616
32,33,0.031630313681269666,25853,78,22642294.462392934,18381,2040653.2842996945,0,1113.2605426610003,22794,5563.648909039388,22324,SANTIAGO ORIENTE,25853,33.0,0.8436871264685487,0.8624312740308584,64268378339.0,74647530970.0,5.3974257360113915
33,34,0.02446687198016774,25793,25,24812453.98630137,23676,-857201.0490443143,0,2366.1803278688526,25488,4310.927756653992,25530,SANTIAGO ORIENTE,25793,34.0,0.8394245399966833,0.8126834662715124,24612406992.0,20426638974.0,5.227601652078996
34,35,0.03299928231669611,25184,16,1098858.8617801047,18499,476529.9820123888,0,2081.935563816605,24377,1775.689108910891,23164,SANTIAGO SUR,25184,35.0,0.8605011747658029,0.9269768863878322,4250604002.0,8747385937.0,6.168519149327269
35,36,0.025651920073433997,25107,11,6734422.536363636,19717,84452.18970804955,0,2252.5542168674697,24111,2027.8045602605864,23572,8VA UNIDAD REGIONAL BIO BIO,25107,36.0,0.44803001852784796,0.5256488028496809,9116078576.0,12445492429.0,0.8116927252690678
36,37,0.028835146364370543,24995,34,35213633.47501622,21913,-4140664.031246249,0,834.9173228346457,24233,3867.0403645833335,24227,SANTIAGO ORIENTE,24995,37.0,0.9388081815562523,0.9075782098898776,74521395482.0,47698767433.0,15.342053977678047
37,38,0.07783583298812073,24578,58,27641166.500354107,18930,-5275367.158922614,0,572.2576383154418,22156,3983.0955631399315,21941,SANTIAGO SUR,24578,38.0,0.7884190482436213,0.7158313146528327,116150553263.0,78519082438.0,3.726323384495563
38,39,0.024102626768710986,24171,17,28284569.038690478,20811,1218390.4324603863,0,538.1643690349947,23228,3806.903546099291,23466,SANTIAGO ORIENTE,24171,39.0,0.7955516317549286,0.7319216606914094,117647225767.0,82546724311.0,3.8912104732540804
39,40,0.021675868964094725,24032,18,12247939.817515923,20892,-696301.6130575899,0,912.4819700967458,22895,3878.0754491017965,23197,4TA UNIDAD REGIONAL COQUIMBO,24032,40.0,0.59050823127967,0.6730661596867861,28407122603.0,40554994425.0,1.4420515292041645
40,41,0.02672070142032349,23917,55,33651825.79262615,15970,2585701.079650458,0,2822.1177552897884,21743,4941.372290780877,14274,SANTIAGO ORIENTE,23917,41.0,0.45953050402233664,0.5077650818232551,79792439988.0,96807499137.0,0.8502431819784483
41,42,0.026881796341673217,23292,33,31093943.69505755,15907,427817.1792890263,0,631.3611487401788,19601,5036.406845334194,20195,9NA UNIDAD REGIONAL TEMUCO,23292,42.0,0.8109883301995202,0.804656533242267,84630249377.0,81247739257.0,4.290678618180546
42,43,0.02551614711279756,22565,29,17214523.57111976,17939,4103237.4976290716,0,1027.6117775354417,20731,6250.905786704926,20474,SANTIAGO SUR,22565,43.0,0.7107386984150759,0.7125546087801645,105429667495.0,106366780429.0,2.4570818651537127
43,44,0.03069722092911774,21730,9,10476739.308178438,19040,1883337.3382880809,0,714.2949507389162,20106,4774.186965811966,19858,9NA UNIDAD REGIONAL TEMUCO,21730,44.0,0.7650716471559554,0.812192578145077,32946847180.0,43751550971.0,3.2566169127480435
44,45,0.052130524237711806,21311,22,28806102.940776587,12632,922662.9153488808,0,1011.7778282598819,19110,4293.279137839276,17553,SANTIAGO ORIENTE,21311,45.0,0.8004515277939563,0.807159889835135,111361778664.0,116201498736.0,4.011313737182867
45,46,0.06009001644586466,20278,8,4900659.662193699,18564,696490.461238781,0,984.3470588235294,19938,2809.962962962963,20008,SANTIAGO SUR,20278,46.0,0.9581914918844361,0.958016707697259,13386889623.0,13328725790.0,22.91857650686496
46,47,0.05646191217356269,19944,11,2994631.3665620093,17396,-435916.5597673486,0,1008.8102766798419,18932,3005.477876106195,19831,5TA UNIDAD REGIONAL VALPARAISO,19944,47.0,0.4556661088662369,0.47009289045732655,3732941106.0,3955976671.0,0.837107731648226
47,48,0.03217940785950683,19806,16,24851687.404955085,12904,9811346.700444309,0,1378.7731888964117,16852,6402.465396188566,14821,10MA UNIDAD REGIONAL LOS LAGOS,19806,48.0,0.8262219632563749,0.9038650870866264,66089248402.0,130692732487.0,4.754467127944946
48,49,0.06668209213183171,18576,17,12912743.999904104,8148,-2898712.6607988803,0,602.4603566009105,13304,2120.489439275836,10622,SANTIAGO ORIENTE,18576,49.0,0.7437631964835684,0.7012756451709378,78222743696.0,63264195992.0,2.9026400043890384
49,50,0.026812956405359335,18311,16,48258349.87074978,9135,26736220.501447216,0,896.8601924233313,11659,3954.48240616622,12343,12MA UNIDAD REGIONAL MAGALLANES,18311,50.0,0.4538026007896679,0.5502168442577586,309836229820.0,456189769101.0,0.8308399151035056
50,51,0.021086504460764717,17944,13,8782162.992363762,15063,3086129.9093847526,0,283.2671232876712,16922,3210.3796445880453,17325,SANTIAGO SUR,17944,51.0,0.492553191796346,0.6535323664203218,45623837073.0,88661204364.0,0.9706498963703587
51,52,0.028778504535137764,17180,10,10253585.078109287,14197,2109564.978637951,0,241.80603096984515,15953,2795.7522321428573,16284,SANTIAGO SUR,17180,52.0,0.3994560569819387,0.595770799126478,26868495097.0,59534766227.0,0.6651570823851023
52,53,0.021718880366925302,16856,22,16371957.21844454,14503,-265145.57356430945,0,425.74891774891773,15932,3386.090146750524,16379,7MA UNIDAD REGIONAL MAULE,16856,53.0,0.7338861032263526,0.7668223744399913,37989577961.0,45301362065.0,2.7577894733193338
53,54,0.032409452649643955,16488,15,57879984.211440824,7625,-80630758.97768074,0,3623.2909987669545,12433,2679.1902768834516,10276,SANTIAGO SUR,16488,54.0,0.5578207165457574,0.5803467353059377,448699674180.0,491876921408.0,1.2615261216856204
54,55,0.02395158860227632,15729,13,26122748.242748618,9937,12568887.163328882,0,1355.691135734072,13563,7235.035980148883,10087,5TA UNIDAD REGIONAL VALPARAISO,15729,55.0,0.7333734639818243,0.8459584164604969,68440570799.0,136647862542.0,2.750564422184261
55,56,0.03433728725816739,15117,10,17681514.766223613,13838,-3659442.8119335845,0,1151.6555183946489,14818,2988.65350877193,14889,SANTIAGO SUR,15117,56.0,0.8281204454323271,0.5828473972731759,31673497155.0,9185158056.0,4.818027644505427
56,57,0.03117183627150354,15088,11,26499435.60695469,13190,13194058.944724284,0,800.7282608695652,14536,4039.037356321839,14392,SANTIAGO CENTRO,15088,57.0,0.6151320327183243,0.5093339287099323,36235926675.0,23534196421.0,1.5982936617536778
57,58,0.03461018517115327,15007,18,26866033.355740182,9711,-5017943.300326514,0,653.7202295552368,12219,2152.01740926527,11618,SANTIAGO PONIENTE,15007,58.0,0.9171774243756946,0.8705535339910803,177704124469.0,107919063523.0,11.074002679367728
58,59,0.046021837234177417,14935,10,11558320.39284032,12812,-1267273.372815534,0,368.8836477987421,14299,2975.641853932584,14223,SANTIAGO SUR,14935,59.0,0.8843626762351349,0.7980942834555869,15234793349.0,7874260519.0,7.647726940078469
59,60,0.029251443728898676,14505,24,14952190.023037814,8211,-5935221.717959325,0,749.1271911073109,9827,2956.208855694852,10756,SANTIAGO SUR,14505,60.0,0.5829087255954192,0.41261985885381713,72156193667.0,36268953988.0,1.3975567492452372
60,61,0.030575299663378547,14435,12,32428438.905362777,13167,4552310.557464496,0,511.6935817805383,13952,4558.445045045045,13880,SANTIAGO ORIENTE,14435,61.0,0.7258967883811122,0.7360809606149381,20057860444.0,21124124438.0,2.648260792326639
61,62,0.0379916412522829,14233,11,17584116.9991431,13066,2402157.5295440173,0,1481.4875621890546,14032,2535.5142857142855,14058,SANTIAGO CENTRO,14233,62.0,0.16842273777326983,0.3951174074182421,6001995393.0,19357649321.0,0.2025340824282293
62,63,0.035853951118265975,13773,36,40933375.57564818,10726,-3385949.7217018805,0,803.552304964539,12645,3695.3722986247544,12755,SANTIAGO ORIENTE,13773,63.0,0.464038384662681,0.41301892489783326,143087505736.0,116285977205.0,0.8658052580325708
63,64,0.046488607393388594,13630,24,15049417.740350878,7075,-1119438.086500367,0,464.40166293572116,10503,3754.1903532827873,7431,SANTIAGO CENTRO,13630,64.0,0.6850595355317567,0.6750866972345799,59989380745.0,57301578282.0,2.175203293385738
64,65,0.017707771429244155,13609,15,12217340.349256068,11055,1247264.5482401352,0,271.6852966466036,12446,3117.2413793103447,12826,5TA UNIDAD REGIONAL VALPARAISO,13609,65.0,0.44849790207003287,0.6188906137212343,26758404715.0,53433204690.0,0.8132297297751816
65,66,0.04138111764689763,13111,8,28797150.559695818,6536,26018349.469681945,0,598.8558246828143,8776,2595.713160854893,7777,SANTIAGO ORIENTE,13111,66.0,0.8445214925372749,0.888369777955461,189562593393.0,277730953351.0,5.431757136848922
66,67,0.027711132564895057,12537,4,7061753.845238095,12033,-475652.42952859536,0,2216.285714285714,12502,3099.4347826086955,12514,SANTIAGO CENTRO,12537,67.0,0.8485649559099602,0.6543099497615906,3801807663.0,1284186448.0,5.603491325333009
67,68,0.033783088323467034,12503,10,19363925.70612621,10332,-1163765.3943853476,0,2447.153713298791,11924,3163.6540084388184,11792,SANTIAGO CENTRO,12503,68.0,0.927861324756604,0.9268714632861352,67355239403.0,66372641466.0,12.862189687099164
68,69,0.03217277856680055,12478,12,31589185.037982974,10951,-15751434.205561789,0,1054.6876190476191,11953,3787.4439252336447,12050,SANTIAGO SUR,12478,69.0,0.44944421219538705,0.09872610550678257,108171914084.0,14514940795.0,0.8163463579005923
69,70,0.02122015159144807,12162,10,13141395.153222172,9943,4222540.594145699,0,341.07700534759357,11227,3165.1699669966997,11556,5TA UNIDAD REGIONAL VALPARAISO,12162,70.0,0.4827451020408386,0.639752001671222,30236918642.0,57535294979.0,0.9332828049488138
70,71,0.29314291175354107,11955,2,3357432.3724279837,10497,301715.34571309073,0,1562.350210970464,11718,2761.3150684931506,11809,10MA UNIDAD REGIONAL LOS LAGOS,11955,71.0,0.42187353187440535,0.5195776043150727,1356060644.0,2009772339.0,0.7297253371605809
71,72,0.034134709729182616,11921,19,45464506.884615384,8983,-51268944.989094876,0,1091.9701414353065,10012,3640.218435321456,10630,8VA UNIDAD REGIONAL BIO BIO,11921,72.0,0.8319870011445251,0.7845229338349006,206840854436.0,152078302308.0,4.951920427658111
72,73,0.026048280739539603,11826,6,13407429.51465126,9403,2646335.453661424,0,254.7584745762712,10646,3152.697421981004,11089,6TA UNIDAD REGIONAL RANCAGUA,11826,73.0,0.4040550625845015,0.5773481702266454,27492652175.0,55390751840.0,0.6780073748705924
73,74,0.03878395155353548,11802,18,45897805.82920295,10309,-5653873.109727165,0,2446.3760539629006,11209,3282.166917293233,11137,SANTIAGO ORIENTE,11802,74.0,0.9575493507563743,0.881578854677181,49544993923.0,16351396802.0,22.55676574605411
74,75,0.02114034704186004,11586,16,17211254.25479452,10126,-43008.8045054376,0,758.4120982986767,11057,3231.8344827586207,11151,SANTIAGO SUR,11586,75.0,0.7660736802768936,0.7871918723123891,34105374674.0,38523324784.0,3.2748503083521294
75,76,0.03990656318656751,11463,6,19840249.071487263,9029,-8040621.18930472,0,1012.2764920828258,10642,1856.2903739061258,10206,SANTIAGO SUR,11463,76.0,0.923124016767897,0.8481889796664176,47451858062.0,22078683925.0,12.007963709300641
76,77,0.03485165175831319,11087,6,15399913.696641387,10164,-2007211.433841436,0,1113.4285714285713,10919,3173.048484848485,10922,SANTIAGO CENTRO,11087,77.0,0.9494303090700552,0.8886075638303397,9449823815.0,4015181878.0,18.774690760624207
77,78,0.028485661549729476,11068,14,77794938.6969147,9966,-9366637.600198772,0,7292.194444444444,10780,3254.167381974249,10602,6TA UNIDAD REGIONAL RANCAGUA,11068,78.0,0.9542096518694392,0.9119308362926943,59724491293.0,29677043171.0,20.83866340453945
78,79,0.03189655480331026,10926,30,16472182.228153046,8809,7449041.365824639,0,624.545827633379,10195,4249.740489130435,10190,SANTIAGO ORIENTE,10926,79.0,0.7128516118031898,0.7731364554513878,109532344347.0,150363029987.0,2.4825199830639635
79,80,0.024187160881850904,10883,13,28172324.589905363,9298,-28937977.932004042,0,1188.8188277087033,10320,3478.554393305439,10405,SANTIAGO NORTE,10883,80.0,0.7989214736536808,0.5249432161520505,110868946513.0,30834600333.0,3.9731814638311596
80,81,0.024360552318385215,10851,19,59459173.83318182,6451,-45057116.75006912,0,829.5349337155142,8060,3182.4086687306503,8913,SANTIAGO ORIENTE,10851,81.0,0.7019392429778587,0.43842521295108683,273192342610.0,90565277021.0,2.3550206675671688
81,82,0.03713471062511429,10662,21,8647077.574514039,9736,1106456.2723691615,0,1872.0106951871658,10475,3146.55980861244,10453,SANTIAGO PONIENTE,10662,82.0,0.40133638895098644,0.6227221886901388,3175395198.0,7818171314.0,0.6703871448737986
82,83,0.04714645821854379,10579,7,176788776.6749556,9453,24990947.39058512,0,4892.982213438735,10073,2916.3892857142855,10019,SANTIAGO SUR,10579,83.0,0.9580596719604678,0.9153708584894819,140194485478.0,66381542733.0,22.84339958088596
83,84,0.04997502728880726,10445,13,38662307.53083701,8629,-6405680.349928196,0,540.4965596330276,9573,2306.1768292682927,9625,SANTIAGO SUR,10445,84.0,0.8618769421606358,0.7584368570460677,59051488004.0,29712591092.0,6.239920804265644
84,85,0.02377971548858262,10436,10,25142705.378773585,8316,-5383132.07119586,0,964.3727915194346,9304,3282.1458333333335,9668,2DA UNIDAD REGIONAL ANTOFAGASTA,10436,85.0,0.8320205972963192,0.747722931399617,119188166857.0,71321097774.0,4.9531108213548105
85,86,0.024109443460170136,10321,7,20190799.33430402,8604,193289.04398798567,0,485.0823327615781,9738,3316.863436123348,9867,9NA UNIDAD REGIONAL TEMUCO,10321,86.0,0.7061064923270284,0.7430531205204765,21394808114.0,25751628474.0,2.402593027378966
86,87,0.02000729395924918,10312,3,38807173.07113986,9075,-11561652.291505042,0,1248.8825396825396,9997,4092.574468085106,10124,SANTIAGO CENTRO,10312,87.0,0.7874153429814859,0.6180667831236263,87515224370.0,38234870847.0,3.704008342017408
87,88,0.03100891837103147,10259,8,24907115.85923913,8419,-14238703.669655912,0,598.267252195734,9462,3216.2739130434784,9799,SANTIAGO SUR,10259,88.0,0.6663705096298725,0.3544593683986468,59863871594.0,16457214898.0,1.9973369527094365
88,89,0.0369406469337901,10035,6,9026567.055460751,8863,-667071.9482810164,0,412.97569444444446,9747,3026.3611111111113,9819,8VA UNIDAD REGIONAL BIO BIO,10035,89.0,0.8488378313172511,0.7749110740690062,12069212562.0,7399375402.0,5.615411836930883
89,90,0.034450482007240296,9926,6,12848140.963636363,8496,-63213.19121499093,0,530.2777777777778,9008,4378.238317757009,9070,8VA UNIDAD REGIONAL BIO BIO,9926,90.0,0.8211434237562488,0.8170636256973413,18968786273.0,18453606120.0,4.591072025426507
90,91,0.019439926896773162,9731,3,22418437.63610432,7277,1163986.480937211,0,249.69820788530467,8336,3084.562028047465,8804,10MA UNIDAD REGIONAL LOS LAGOS,9731,91.0,0.6560553045376414,0.7078872131247085,59355594087.0,75409024053.0,1.9074441710918613
91,92,0.03407465022181684,9644,2,13053585.399725275,7460,10004.946287847366,0,412.905585106383,8140,4441.76012145749,8656,4TA UNIDAD REGIONAL COQUIMBO,9644,92.0,0.7936153803434597,0.7894506671397539,26523390423.0,25862316247.0,3.8453223000055567
92,93,0.035861226762418194,9404,7,11663918.787440758,5184,-33232532.306784347,0,572.8204456094364,6352,2808.694434721736,6547,SANTIAGO SUR,9404,93.0,0.8163036341438825,0.6419227131489216,68739081359.0,27730552777.0,4.443765832489374
93,94,0.027583305451665176,9380,6,66819585.61956235,5587,-39731910.790085286,0,2511.4591113972956,7827,4660.1217239371,7663,SANTIAGO ORIENTE,9380,94.0,0.8351300458072694,0.7953142358281372,221559561364.0,169953073425.0,5.065386533867863
94,95,0.02587188959429849,9343,7,26830734.128019325,8929,389859.82232687576,0,1327.942857142857,9308,4921.413793103448,9314,SANTIAGO SUR,9343,95.0,0.060798224063901826,0.22886491493025035,298796886.0,1369912523.0,0.06473393217693238
95,96,0.03500833067692077,9201,8,20172946.725274727,8109,3374414.55124443,0,3130.528368794326,8919,3445.576512455516,8920,2DA UNIDAD REGIONAL ANTOFAGASTA,9201,96.0,0.6610681114791855,0.711530874816526,29719407076.0,37583807605.0,1.9504453073573458
96,97,0.026248884215699778,8390,1,6720964.663072776,7648,2026396.3691299167,0,672.5925925925926,8255,2591.8611111111113,8282,SANTIAGO SUR,8390,97.0,0.7756561212265479,0.9058566826000215,4964090947.0,13815121999.0,3.457442768072244
97,98,0.05534507655300976,8387,3,7007298.461838006,7103,-2401691.985095982,0,1281.373287671233,8095,3102.1493902439024,8059,SANTIAGO SUR,8387,98.0,0.8584410914066205,0.6855909292762589,10152739575.0,3650731978.0,6.06419687702204
98,99,0.031134824341218482,8077,10,17424162.493506495,6845,8097692.710907515,0,805.4263959390863,7683,4211.2827586206895,7642,SANTIAGO ORIENTE,8077,99.0,0.5466391134053799,0.7340416464240427,14329097409.0,32799652723.0,1.2057482892082083
99,100,0.02859793876965659,7959,8,11898210.936723163,7074,195087.20228671943,0,429.14772727272725,7695,2566.0564516129034,7711,SANTIAGO SUR,7959,100.0,0.44065464012184835,0.5725434814056989,7854381797.0,13353964901.0,0.7878042292472776
100,101,0.03036148759293905,7958,1,44171200.88099808,7437,-2688542.358381503,0,427.878453038674,7777,3181.4862385321103,7849,SANTIAGO SUR,7958,101.0,0.9616195371332376,0.9537164484245607,46088046923.0,37904243186.0,25.054922877597757
101,102,0.05178951307661723,7912,10,17720912.254752852,6597,9979034.164939333,0,1849.463503649635,7638,4519.213450292397,7570,SANTIAGO SUR,7912,102.0,0.5161284503261012,0.8363145563187058,6288365121.0,30121017229.0,1.0666641811735815
102,103,0.027572770202563816,7864,1,17138609.31300813,6388,3395885.458418108,0,242.93415007656967,7211,2935.585623678647,7391,8VA UNIDAD REGIONAL BIO BIO,7864,103.0,0.3477737154101097,0.538875130539721,12505383096.0,27407418928.0,0.5332102118956834
103,104,0.034434595747881304,7822,13,83021040.01825294,6288,-22990001.44285349,0,999.2022613065327,7026,3056.835787089468,6939,SANTIAGO SUR,7822,104.0,0.8863503484280312,0.8099945972351645,121176963234.0,66236736323.0,7.798971102579654
104,105,0.061349849683808376,7783,16,17856225.920289855,6265,597372.3316201979,0,3190.1647597254005,7346,5413.317135549873,7001,SANTIAGO ORIENTE,7783,105.0,0.7784601973245013,0.785410399298319,8773402372.0,9138425506.0,3.513861563128474
105,106,0.017619499490177895,7687,6,19356832.759670783,6472,-2365924.903213217,0,298.0603112840467,7173,3720.543417366947,7330,8VA UNIDAD REGIONAL BIO BIO,7687,106.0,0.4734374644077644,0.6527664203210534,18094643623.0,37833233094.0,0.8991096639172775
106,107,0.0326310036224997,7468,4,8275556.4303448275,6743,-745276.8452062132,0,1064.4205607476636,7254,3563.909090909091,7325,SANTIAGO SUR,7468,107.0,0.9124572153786721,0.8854261085998071,5670189093.0,4204090433.0,10.422985964240986
107,108,0.045332382579156665,7445,4,33887875.73688156,6111,-1865927.8725319006,0,3763.128595600677,6854,2711.8406015037594,6780,SANTIAGO SUR,7445,108.0,0.8169825027025013,0.7896067732721579,21178289700.0,17805322834.0,4.463958445320008
108,109,0.027913650460837294,7227,6,14886593.537283622,5725,2130795.9489414697,0,233.86138613861385,6621,3583.738683127572,6741,5TA UNIDAD REGIONAL VALPARAISO,7227,109.0,0.3280430606492272,0.5303433524988411,12479378141.0,28865573375.0,0.4881905988889315
109,110,0.054777977945297686,7192,2,8047221.105193076,6441,16103.007091212457,0,1714.036842105263,7002,3965.680412371134,6998,5TA UNIDAD REGIONAL VALPARAISO,7192,110.0,0.8255387065828775,0.8233947010412285,6753751652.0,6654433228.0,4.731930449518583
