,comunidad_08,promedio_score,miembros,contaminados_iniciales,promedio_total_pago_f29,nulos_total_pago_f29,promedio_IVA_neto,nulos_IVA_neto,promedio_n_documentos,nulos_n_documentos,promedio_lifetime,nulos_lifetime,moda_unidad_regional,frecuencia_unidad_regional,comunidad,perct_emision_extra,perct_recepcion_extra,emision_extragrupo,recepcion_extragrupo,tasa_emision_extra_intra
638,639,0.0,2,0,0.0,1,8927.0,0,110.0,1,5000.0,1,10MA UNIDAD REGIONAL LOS LAGOS,2,639.0,,,,,
639,640,0.0,2,0,0.0,1,1894429.0,0,3.0,1,,2,7MA UNIDAD REGIONAL MAULE,2,640.0,,,,,
640,641,0.0,2,0,77471.0,0,1701.5,0,16.0,1,,2,5TA UNIDAD REGIONAL VALPARAISO,2,641.0,,,,,
641,642,0.0,2,0,239496.0,1,124060.0,0,1.0,1,11374.0,1,10MA UNIDAD REGIONAL LOS LAGOS,2,642.0,,,,,
642,643,0.0,2,0,7718291.0,1,-4310294.5,0,5.0,1,,2,6TA UNIDAD REGIONAL RANCAGUA,2,643.0,0.9868654999543749,,4282716.0,,75.13536842105263
643,644,1.0,2,2,0.0,0,-59971472.5,0,6.0,0,2335.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,,,,,,
644,645,0.0,2,0,220804.0,1,-173154.5,0,30.0,1,5558.5,0,9NA UNIDAD REGIONAL TEMUCO,2,645.0,0.5454535102203496,,47899.0,,1.1999949894779036
645,646,0.0,2,0,136831.0,1,110655.0,0,5.0,1,5876.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,646.0,,,,,
646,647,0.0,2,0,,2,-2043450.0,0,43.0,1,1908.5,0,8VA UNIDAD REGIONAL BIO BIO,2,,,,,,
647,648,3.055207919961814e-05,2,0,52528808.0,1,76121.0,0,37.0,1,2718.5,0,SANTIAGO ORIENTE,2,648.0,,0.0030239074862413876,,56232.0,
648,649,0.0,2,0,30690.0,1,-169288.5,0,3.0,1,,2,10MA UNIDAD REGIONAL LOS LAGOS,2,649.0,,,,,
649,650,0.0,2,0,358307.0,1,-50586.5,0,2.0,1,4119.0,1,SANTIAGO NORTE,2,650.0,0.2915683380557375,,147768.0,,0.41156875633641193
650,651,0.0,2,0,209000.0,0,40175.5,0,2.0,1,5947.0,0,4TA UNIDAD REGIONAL COQUIMBO,2,651.0,,,,,
651,652,0.0,2,0,38102.0,1,-5929319.5,0,1522.0,1,2352.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,,,,,,
652,653,1.0,2,2,156376.0,1,-79371.0,0,14.0,1,1590.0,1,10MA UNIDAD REGIONAL LOS LAGOS,2,,,,,,
653,654,0.0,2,0,395335.0,1,-248678.0,0,40.0,1,,2,6TA UNIDAD REGIONAL RANCAGUA,2,654.0,,,,,
654,655,0.0,2,0,1026.0,0,503066.5,0,5.0,1,1029.5,0,8VA UNIDAD REGIONAL BIO BIO,2,655.0,0.09040793825799338,,93480.0,,0.0993939393939394
655,656,0.0,2,0,0.0,0,-27799447.0,0,100.0,1,1703.0,0,SANTIAGO CENTRO,2,,,,,,
656,657,0.0,2,0,,2,0.0,0,1.0,1,2310.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,657.0,,,,,
657,658,0.0,2,0,2378170.0,1,7067641.5,0,11.0,1,988.0,1,2DA UNIDAD REGIONAL ANTOFAGASTA,2,658.0,0.9344124731902109,,318473.0,,14.246801467298917
658,659,0.9999923706054688,2,1,0.0,1,-11981840.0,0,24.0,1,5558.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,,,,,,
659,660,0.0,2,0,61293.0,1,735257.0,0,1.0,1,1238.0,1,10MA UNIDAD REGIONAL LOS LAGOS,2,660.0,,,,,
660,661,0.0,2,0,155225.0,1,46056.0,0,3.0,1,,2,SANTIAGO PONIENTE,2,661.0,,,,,
661,662,0.0007184400063063,2,0,561096.0,0,-19386.5,0,5.5,0,2143.0,0,10MA UNIDAD REGIONAL LOS LAGOS,2,662.0,,0.08815126320182337,,10984.0,
662,663,0.0,2,0,144254.0,1,-55348.5,0,7.0,1,1953.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,663.0,0.8894351446327488,,51380.0,,8.044465320181619
663,664,0.5,2,1,0.0,1,1167564.0,0,71.0,1,1558.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,,,,,,
664,665,0.0,2,0,695091.0,1,-269073.0,0,14.0,1,2418.5,0,3RA UNIDAD REGIONAL ATACAMA,2,665.0,0.9296918575636296,,380032.0,,13.223103688239387
665,666,0.40559472374174277,2,0,1704296.0,1,232939.0,0,44.0,1,3135.0,1,SANTIAGO PONIENTE,2,666.0,,0.0631763643664843,,74100.0,
666,667,0.0,2,0,3800.0,1,0.0,0,1.0,1,,2,8VA UNIDAD REGIONAL BIO BIO,2,667.0,,,,,
667,668,0.0001175415734878,2,0,0.0,1,1502068.5,0,13.0,1,2792.0,1,SANTIAGO CENTRO,2,668.0,0.004704951767478123,0.00842577153607895,10778.0,19374.0,0.004727192982456141
668,669,0.0,2,0,791339.0,0,33266.0,0,3.0,1,3964.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,669.0,,,,,
669,670,0.0,2,0,0.0,1,-4109418.0,0,3.0,0,1291.0,1,SANTIAGO ORIENTE,2,,,,,,
670,671,0.0,2,0,0.0,0,180412.0,0,27.0,1,,2,21VA DIRECCION REGIONAL CHILLAN,2,671.0,,,,,
671,672,0.0,2,0,0.0,0,23144.5,0,3.0,1,1019.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,672.0,,,,,
672,673,0.0,2,0,0.0,1,850103.0,0,11.0,1,2521.0,1,7MA UNIDAD REGIONAL MAULE,2,673.0,0.8,,190000.0,,4.0
673,674,0.0,2,0,146341.0,1,1044214.5,0,135.0,1,1376.0,1,SANTIAGO PONIENTE,2,674.0,0.05263157894736842,,2565.0,,0.05555555555555555
674,675,0.0,2,0,914064.0,1,-202523.5,0,3.0,1,,2,SANTIAGO CENTRO,2,675.0,,,,,
675,676,0.0,2,0,3176132.0,1,8122.5,0,12.0,1,4845.5,0,SANTIAGO ORIENTE,2,676.0,,,,,
676,677,0.0,2,0,0.0,1,104804.5,0,2.0,1,,2,18VA UNIDAD REGIONAL ARICA Y PARINACOTA,2,677.0,,,,,
677,678,0.0,2,0,299703.0,1,12686.5,0,5.0,1,2397.0,1,SANTIAGO CENTRO,2,678.0,,,,,
678,679,0.0,2,0,0.0,1,2069272.0,0,1.0,1,1382.0,1,8VA UNIDAD REGIONAL BIO BIO,2,679.0,,,,,
679,680,0.0,2,0,161996.5,0,159486.0,0,4.0,1,1975.0,1,10MA UNIDAD REGIONAL LOS LAGOS,2,680.0,,,,,
680,681,0.0,2,0,3495379.0,1,156750.0,0,35.0,1,3936.0,0,SANTIAGO CENTRO,2,681.0,,,,,
681,682,0.0,2,0,32848.0,1,1130.5,0,7.0,1,1210.0,1,18VA UNIDAD REGIONAL ARICA Y PARINACOTA,2,682.0,,,,,
682,683,1.0,2,2,0.0,0,-26051274.5,0,15.0,0,1190.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,,,,,,
683,684,0.0,2,0,0.0,1,0.0,0,1.0,1,3418.0,1,1RA UNIDAD REGIONAL IQUIQUE,2,684.0,,,,,
684,685,0.0,2,0,0.0,1,551345.5,0,12.0,1,1206.0,1,19NA UNIDAD REGIONAL DE LOS RIOS,2,685.0,,,,,
685,686,0.0,2,0,17899.0,1,-1461789.0,0,14.0,1,1580.0,1,4TA UNIDAD REGIONAL COQUIMBO,2,686.0,,,,,
686,687,0.0,2,0,104932.0,1,51540.5,0,4.0,1,1351.5,0,6TA UNIDAD REGIONAL RANCAGUA,2,687.0,0.6578947368421053,,47500.0,,1.9230769230769231
687,688,0.0,2,0,169697.5,0,-159675.5,0,18.0,1,1280.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,688.0,,,,,
688,689,0.0,2,0,1201927.5,0,16635.0,0,35.0,1,5236.0,1,SANTIAGO CENTRO,2,689.0,,,,,
689,690,1.0,2,2,0.0,0,-89574042.5,0,23.5,0,1646.0,1,8VA UNIDAD REGIONAL BIO BIO,2,,,,,,
690,691,0.0,2,0,537124.0,1,-352666.5,0,14.0,1,,2,1RA UNIDAD REGIONAL IQUIQUE,2,691.0,,,,,
691,692,0.0,2,0,93619.5,0,-14554012.5,0,35.0,1,2055.0,0,SANTIAGO NORTE,2,,,,,,
692,693,0.0,2,0,0.0,1,23349.0,0,1.0,1,1994.0,1,SANTIAGO CENTRO,2,693.0,,,,,
693,694,0.0,2,0,4674976.0,1,-1337223.5,0,8.0,1,6446.0,1,9NA UNIDAD REGIONAL TEMUCO,2,694.0,,,,,
694,695,1.0,2,1,,2,-20343657.0,0,54.0,1,862.0,0,SANTIAGO ORIENTE,2,,,,,,
695,696,0.0,2,0,3887.0,1,72751.5,0,257.0,1,2695.0,1,SANTIAGO CENTRO,2,696.0,,,,,
696,697,0.0,2,0,0.0,1,-67013.5,0,3.0,1,,2,4TA UNIDAD REGIONAL COQUIMBO,2,697.0,,,,,
697,698,0.0,2,0,107452.5,0,-97453.0,0,67.0,1,4241.0,1,SANTIAGO ORIENTE,2,698.0,0.6759331563329689,,12984.0,,2.0857831325301204
698,699,0.0,2,0,3291768.0,1,-42403.5,0,36.0,1,3936.0,0,SANTIAGO CENTRO,2,699.0,,,,,
699,700,0.0,2,0,2262675.5,0,2796.5,0,2.0,1,3517.0,0,SANTIAGO ORIENTE,2,700.0,,,,,
700,701,0.5,2,1,,2,-14575411.0,0,32.0,1,1516.5,0,4TA UNIDAD REGIONAL COQUIMBO,2,,,,,,
701,702,0.0,2,0,470918.0,1,304379.5,0,14.0,1,,2,7MA UNIDAD REGIONAL MAULE,2,702.0,,,,,
702,703,0.0,2,0,285705.0,0,-146593.5,0,11.0,1,1401.0,1,SANTIAGO NORTE,2,703.0,0.21428571428571427,,6840.0,,0.2727272727272727
703,704,0.0,2,0,0.0,1,4532.5,0,2.0,1,2878.0,1,7MA UNIDAD REGIONAL MAULE,2,704.0,,,,,
704,705,0.0,2,0,515494.0,1,63907.0,0,3.0,1,5327.0,0,SANTIAGO NORTE,2,705.0,,,,,
705,706,0.0,2,0,576520.0,0,-143379.0,0,3.0,0,1291.5,0,18VA UNIDAD REGIONAL ARICA Y PARINACOTA,2,706.0,0.44289263062710665,,348731.0,,0.794986128303504
706,707,0.0,2,0,264436832.0,1,-232179547.5,0,380.0,1,3107.0,1,8VA UNIDAD REGIONAL BIO BIO,2,707.0,,,,,
707,708,0.0,2,0,77682.0,0,-31064.0,0,7.5,0,1010.0,0,1RA UNIDAD REGIONAL IQUIQUE,2,708.0,,,,,
708,709,0.0009793310474533,2,0,191576.0,0,10617.5,0,1.0,1,6198.0,1,10MA UNIDAD REGIONAL LOS LAGOS,2,709.0,,0.052511579254525986,,21235.0,
709,710,0.0,2,0,3591662.0,1,-1110571.0,0,6.0,1,4425.5,0,SANTIAGO ORIENTE,2,710.0,,,,,
710,711,0.0,2,0,109662.0,1,-202349.0,0,7.0,1,,2,1RA UNIDAD REGIONAL IQUIQUE,2,711.0,,,,,
711,712,0.0,2,0,0.0,1,0.0,0,1.0,1,1980.5,0,3RA UNIDAD REGIONAL ATACAMA,2,712.0,,,,,
712,713,0.0,2,0,0.0,0,-4969869.5,0,44.0,0,974.0,1,SANTIAGO CENTRO,2,,,,,,
713,714,0.0,2,0,0.0,1,31005.5,0,3.0,1,1835.0,1,SANTIAGO CENTRO,2,714.0,,,,,
714,715,1.0,2,2,505465.0,0,-95941309.0,0,46.5,0,1224.5,0,7MA UNIDAD REGIONAL MAULE,2,,,,,,
715,716,0.0,2,0,142.5,0,0.0,0,1.0,1,614.0,0,SANTIAGO ORIENTE,2,716.0,,,,,
716,717,0.0,2,0,1531739.0,1,73174.5,0,1.0,1,,2,21VA DIRECCION REGIONAL CHILLAN,2,717.0,,,,,
717,718,0.0,2,0,0.0,0,72804.5,0,1.0,1,1107.0,0,1RA UNIDAD REGIONAL IQUIQUE,2,718.0,,,,,
718,719,1.0,2,1,0.0,0,34600708.5,0,7.0,0,1862.5,0,SANTIAGO CENTRO,2,,,,,,
719,720,0.0,2,0,0.0,0,0.0,0,2.0,1,857.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,720.0,,,,,
720,721,0.0,2,0,0.0,1,0.0,0,1.0,1,5111.0,1,7MA UNIDAD REGIONAL MAULE,2,721.0,,,,,
721,722,0.0,2,0,39556.0,0,37450.0,0,8.0,1,11374.0,1,SANTIAGO CENTRO,2,,,,,,
722,723,0.0,2,0,0.0,1,-1148335.0,0,39.0,1,1063.0,1,SANTIAGO CENTRO,2,723.0,,,,,
723,724,1.0,2,1,0.0,0,-11388400.0,0,33.0,1,1898.0,1,SANTIAGO ORIENTE,2,,,,,,
724,725,0.0,2,0,0.0,1,-2748151.0,0,7.0,0,1587.0,0,9NA UNIDAD REGIONAL TEMUCO,2,,,,,,
725,726,0.0,2,0,250800.0,0,49670.5,0,1.0,1,1549.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,726.0,,,,,
726,727,0.0,2,0,798319.0,1,1044657.5,0,2.0,1,,2,5TA UNIDAD REGIONAL VALPARAISO,2,727.0,,,,,
727,728,0.0,2,0,313826.0,1,-594055.0,0,50.0,1,3198.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,,,,,,
728,729,0.0,2,0,1025.0,0,-9101908.0,0,11.0,0,1601.5,0,SANTIAGO CENTRO,2,,,,,,
729,730,0.0,2,0,37891.0,0,1189.5,0,1.0,1,692.0,1,SANTIAGO SUR,2,730.0,,,,,
730,731,0.0,2,0,427920.0,1,138990.5,0,10.0,1,1707.0,1,21VA DIRECCION REGIONAL CHILLAN,2,731.0,,,,,
731,732,0.0,2,0,0.0,1,18087.0,0,2.0,1,1035.0,1,3RA UNIDAD REGIONAL ATACAMA,2,732.0,,,,,
732,733,0.0,2,0,0.0,1,1394842.0,0,5.0,1,1162.0,1,5TA UNIDAD REGIONAL VALPARAISO,2,733.0,,,,,
733,734,0.0,2,0,986719.0,1,-363538.0,0,43.0,1,,2,3RA UNIDAD REGIONAL ATACAMA,2,734.0,,,,,
734,735,0.0,2,0,1595649.0,0,16282.5,0,1.0,1,985.0,0,SANTIAGO ORIENTE,2,735.0,,,,,
735,736,0.0,2,0,0.0,1,0.0,0,1.0,1,6419.0,0,5TA UNIDAD REGIONAL VALPARAISO,2,736.0,,,,,
736,737,0.0,1,0,190540.0,0,-187234.0,0,10.0,0,8091.0,0,5TA UNIDAD REGIONAL VALPARAISO,1,737.0,0.9840151907474538,,57004.0,,61.55939524838013
737,738,0.0,1,0,43478501.0,0,-152673782.0,0,64.0,0,3221.0,0,5TA UNIDAD REGIONAL VALPARAISO,1,738.0,,0.00011337800024017352,,338.0,
738,739,0.0,1,0,73942.0,0,1299936.0,0,21.0,0,,1,8VA UNIDAD REGIONAL BIO BIO,1,739.0,,,,,
739,740,0.0015533454583058,1,0,130181.0,0,-761759.0,0,5.0,0,,1,18VA UNIDAD REGIONAL ARICA Y PARINACOTA,1,740.0,0.5,0.011938405049713273,191597.0,2315.0,1.0
740,741,0.0,1,0,161502.0,0,-161500.0,0,3.0,0,876.0,0,SANTIAGO ORIENTE,1,741.0,0.9999876162524303,,161500.0,,80750.0
741,742,0.0,1,0,1055717.0,0,-1166783.0,0,21.0,0,905.0,0,SANTIAGO SUR,1,742.0,0.9998548423678839,,110209.0,,6888.0625
742,743,0.0,1,0,,1,1136200.0,0,1.0,0,2694.0,0,SANTIAGO CENTRO,1,743.0,,,,,
743,744,0.0,1,0,3301530.0,0,1329582.0,0,103.0,0,1736.0,0,SANTIAGO SUR,1,744.0,,1.2759007859548842e-05,,2.0,
744,745,0.0,1,0,358859.0,0,-250559.0,0,5.0,0,1928.0,0,3RA UNIDAD REGIONAL ATACAMA,1,745.0,0.6868960088954966,,109959.0,,2.193827061968796
745,746,0.0,1,0,137108.0,0,-219188.0,0,4.0,0,1037.0,0,SANTIAGO CENTRO,1,746.0,0.23688135895095397,,42560.0,,0.3104122297750678
746,747,0.0,1,0,0.0,0,-45574.0,0,14.0,0,1452.0,0,10MA UNIDAD REGIONAL LOS LAGOS,1,747.0,,,,,
